brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,depth,width,features/0/description,features/1/description
Razer,RZ09-0483REH3-R3U1,4.4,7.0,,USD,9.61,13.98,Packed for pure performance with 1.50 gPD (Graphics Power Density) and delivers up to 35% more graphic power per inch than any other 16 gaming laptop,"From full-blown AAA gaming to full-on content creation, run resource-intensive tasks flawlessly with the most powerful mobile processor leveraging desktop-grade silicon"
Dell,PRECISION 7710-32304,3.0,7.0,809.99,USD,11.1,16.4,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution boasts impressive color and clarity. IPS technology for wide viewing angles. Energy-efficient LED backlight.
Microsoft,GSRF V4C-00064,,,994.99,USD,8.79,12.1,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.",Natural finger-touch navigation makes the most of Windows 8. Its 2256 x 1504 resolution boasts impressive color and clarity. Energy-efficient LED backlight.
ASUS,B1400CEA-XH51,4.0,1.0,899.99,USD,8.0,12.0,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
HP,ZBOOK 15 G3-32463,3.9,13.0,549.99,USD,10.4,15.2,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution boasts impressive color and clarity. Energy-efficient LED backlight.
Lenovo,82BG009RUS,,,,USD,8.0,12.0,IPS technology offers wide viewing angles. 3840 x 2160 resolution delivers amazing color and clarity,"Reams of high-bandwidth LPDDR4X RAM to smoothly run your graphics-heavy PC games and video-editing applications, as well as numerous programs and browser tabs all at once."
Lenovo,21HK0007US,4.5,2.0,1759.99,USD,10.06,0.81,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
HP,89D95UTABA,,,1599.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Microsoft,GSRF V4C-00022,5.0,1.0,994.99,USD,8.79,12.1,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.",Natural finger-touch navigation makes the most of Windows 10. Its 2256 x 1504 resolution boasts impressive color and clarity. Energy-efficient LED backlight.
Acer,NX.KHFAA.004,5.0,1.0,569.99,USD,,,Intel 13th Generation Core i7 Processor i7-1355U 1.70GHz,16 GB of Memory
Razer,RZ09-0484TEM3-R3U1,4.4,15.0,,USD,0.87,10.84,Get the workspace you need to truly create with a high-resolution QHD+ (2560x1600) display featuring 100% DCI-P3 color space and play on another level with ultra-fast refresh rates for silky-smooth gameplay,"The RTX 40 Series Laptop GPUs power the world’s fastest laptops for gamers and creators, are built to bring a quantum leap in performance with AI-powered DLSS 3 and enable lifelike virtual worlds with full ray tracing"
MSI,STEALTH1713008,4.0,33.0,2999.99,USD,,,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 2560 x 1440 (QHD) resolution with 240hz refresh and 3ms response time boasts impressive color and clarity. Energy-efficient LED backlight.
HP,15U.G6.i7.16.256,5.0,1.0,384.99,USD,,,256 GB SSD of storage.,Multitasking is easy with 16 GB of RAM
Lenovo,21EX0005US,,,1519.99,USD,8.46,0.63,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Experience stunning visuals on a compact 13.3"" WUXGA IPS display, featuring a vibrant 1920x1200 resolution and 300nits brightness. Enjoy exceptional clarity, vivid colors, and immersive detail for a captivating viewing experience on your laptop."
Lenovo,21CF000EUS,,,1269.99,USD,8.54,12.81,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Dell,7400,4.0,1.0,560.91,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity.
MSI,CREATOR1711471,4.0,2.0,2349.99,USD,10.0,15.0,"Windows 10 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.",IPS technology offers wide viewing angles. 3840 x 2160 resolution delivers amazing color and clarity
ASUS,GZ301ZC-PS73,3.6,12.0,1799.99,USD,8.0,11.0,IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity,"Reams of high-bandwidth LPDDR5 RAM to smoothly run your graphics-heavy PC games and video-editing applications, as well as numerous programs and browser tabs all at once."
ASUS,H7600ZW-DB76,2.0,2.0,2699.99,USD,10.0,14.0,3840 x 2400 resolution delivers amazing color and clarity,"While offering less storage space than a hard drive, a flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery."
Acer,NX.VPDAA.003,3.0,2.0,999.99,USD,9.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity LED backlight.
Dell,E5570,3.0,2.0,481.99,USD,0.9,14.8,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.","Its 1920 x 1080 resolution display produces crisp, vibrant images. It also features energy-efficient LED backlight."
Microsoft,GSRF 5EB-00058,,,1299.99,USD,8.8,12.1,"Use Windows Hello for a fast, secure, and password-free way to unlock Surface Laptop 4, and save time with the familiar features and trusted security such as the included antivirus, firewall, and Internet protection. <a href=""/Windows10"" target=""_blank"" >Learn more</a>","Windows Ink compatible computers let you take notes on the screen, mark up photos and screenshots, or create content through the Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more</a>"
Acer,NX.VUTAA.002,,,1064.99,USD,9.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity LED backlight.
MSI,VECTOR16HX14479,,,3299.99,USD,11.18,14.05,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",MSI gaming laptops are tailored for gamer with high resolution and refresh rate. Make your gaming world more lifelike and smooth than ever before.
GIGABYTE,AORUS 16X 9SG-43USC64SH,,,1699.99,USD,14.1,10.0,Win11 Home AD,"16"""" IPS WQXGA 2560×1600 165Hz, 3ms, sRGB 100%, TÜV Rheinland Certified"
Razer,RZ09-0423NEC3-R3U1,5.0,1.0,,USD,0.78,15.55,"Play like never before on the new GeForce RTX 3070 Ti, up to 70% faster than RTX 2070 SUPER laptops and delivering up to 100 frames per second at 1440p resolution.",12th Gen Intel Core i7 14-Core CPU: Experience cutting-edge speed on the all-new Intel Core i7-12800H  processor with up to 4.8GHz of Turbo Boost for unrivalled performance to take on the most demanding gaming and creative tasks.
ASUS,G533ZS-DS94,5.0,6.0,2499.99,USD,10.0,13.0,IPS technology offers wide viewing angles. 2560 x 1440 resolution delivers amazing color and clarity,"Reams of high-bandwidth DDR5 RAM to smoothly run your graphics-heavy PC games and video-editing applications, as well as numerous programs and browser tabs all at once."
GIGABYTE,AORUS 15 BKG-13US754SH,,,1699.99,USD,14.2,10.7,Win11 Home AD,"15.6"" IPS QHD (2560×1440) 165Hz, 5ms, sRGB 100%, TÜV Rheinland Certified"
GIGABYTE,AORUS 17 BSG-13US654SH,,,1999.99,USD,15.7,11.5,Win11 Home AD,"17.3“ 16:9 IPS QHD 2560x1440 240Hz Display, 3ms, 100% DCI-P3, TÜV Rheinland Certified"
Dell,7TGXP,,,1369.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Dell,8XYTH,,,1569.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Acer,NX.K7UAA.001,,,361.99,USD,,,Equipped with a powerful AMD Ryzen 5 5500U 2.10 GHz processor.,You're totally covered with 512 GB of storage space.
Acer,NH.QC5AA.001,,,835.99,USD,,,Windows 10 Home,1920 x 1080 (Full HD) resolution showcases your games and HD movies with impressive color and clarity.
Dell,XDW20,,,1169.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
GIGABYTE,AORUS 16X ASG-53USC64SH,,,1949.99,USD,14.1,10.0,Win11 Home AD,"16"""" IPS WQXGA 2560×1600 165Hz, 3ms, sRGB 100%, TÜV Rheinland Certified"
Lenovo,21HQ000CUS,,,2449.99,USD,8.75,0.61,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Lenovo,21FJS05V00,,,899.99,USD,8.58,12.01,"Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.","The 1920 x 1200 resolution boasts impressive color and clarity. Touch, tap, glide and make the most of Windows 11. IPS technology for wide viewing angles. Energy-efficient LED backlight."
Razer,RZ09-0510TEM4-R3U1,,,3799.99,USD,9.61,13.98,"Enjoy ultra-sharp 4K quality for creative work and ultra-fast refresh rates for silky-smooth gameplay, backed by 100% DCI-P3 color accuracy that’s Calman Verified for the most lifelike visuals.","Packed for pure performance with 1.50 gPD (Graphics Power Density), the Razer Blade 16 delivers up to 30% more graphic power per cubic inch than any other 16” gaming laptop on the market."
Dell,NKJW4,,,1439.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Acer,NH.QMHAA.001,,,775.99,USD,,,Intel 12th Generation Core i5 Processor i5-12450H 2.00GHz,16 GB of Memory
Dell,VXCY2,,,899.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Dell,P83TM,,,1349.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
ASUS,GA403UI-G14.R94070,5.0,3.0,1999.99,USD,0.63,8.66,"Game, create, and maximize your productivity—Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, Windows 11 has everything you need for whatever comes next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!"
Acer,NH.QESAA.002,,,789.99,USD,,,Intel 11th Generation Core i5 Processor i5-11400H 2.70 GHz,16 GB of Memory
ASUS,G814JI-CS94,4.7,18.0,,USD,15.71,11.57,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 240Hz ultra bright 500nits display features a QHD+ 16:10 2560x1600 resolution that gives you more space for toolbars and tabs and 100% DCI-P3 coverage for cinema quality colors.
HP,840G6.8.256.Pro,,,274.99,USD,,,This unit comes with 8 GB of System Memory.,
MSI,PRE16EVO14016,3.0,1.0,1399.99,USD,10.02,0.75,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 2560 x 1600 resolution Energy-efficient LED backlight.
Dell,VJ8YG,,,1809.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Razer,RZ09-0510SEN3-R3U1,,,2999.99,USD,9.61,13.98,"The first OLED display truly designed for the competitive gamer, featuring a VESA Certified ClearMR 11000 rating and DisplayHDR True Black 500 to ensure minimal blurring and vivid colors.","Packed for pure performance with 1.50 gPD (Graphics Power Density), the Razer Blade 16 delivers up to 30% more graphic power per cubic inch than any other 16” gaming laptop on the market."
Lenovo,21D2001SUS,,,939.99,USD,7.86,11.59,"Popular with IT admins for increased software compatibility, this computer arrives from Lenovo with the operating system downgraded to Windows 10 Pro.","The license key included in the BIOS is for Windows 11 Pro, enabling the user to upgrade at any point in the future at no additional cost."
Lenovo,82XX003VUS,,,652.99,USD,8.0,12.0,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently,IPS technology offers wide viewing angles. 1920 x 1200 resolution delivers amazing color and clarity
Razer,RZ09-0485ZED3-R3U1,5.0,2.0,,USD,13.98,9.25,"Portable by nature, yet uncompromising in performance. The Blade 15 is 25% smaller than the Blade 16—a perfect companion that gives you to power to game anywhere.","Built on NVIDIA’s award-winning 3rd -gen RTX architecture, these GPUs provide the most realistic ray-traced graphics and cutting-edge AI features for the most powerful graphics in a gaming laptop."
ASUS,S533EADH51,4.4,40.0,692.99,USD,0.63,14.2,"This computer is compatible with great Windows 10 features such as Cortana and Windows Hello. Learn more about Windows 10 features  <a href=""/Windows10"" target=""_blank"" >Learn more ›</a>",Its 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. The anti-glare finish reduces eyestrain and widens the field of view. IPS technology for wide viewing angles. LED backlight.
HP,EliteBook 840 G7,,,731.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.
Dell,7400,3.3,3.0,566.66,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Natural finger-touch navigation makes the most of Windows 10. The 1920 x 1080 resolution boasts impressive color and clarity.
Acer,AN515-58-527S,4.3,3.0,1299.99,USD,,,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","With the sharp visuals of a 15.6” Full HD IPS display with a lightning-quick 144Hz refresh rate, your game sessions will be fluid, unbroken, and unmatched. Now you can land those reflexive shots with pinpoint accuracy and minimal ghosting."
ASUS,GA403UV-G14.R94060,5.0,1.0,1599.99,USD,0.63,8.66,"Game, create, and maximize your productivity—Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has everything you need for whatever comes next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!"
Acer,NX.KN1AA.001,,,311.99,USD,,,Intel Core i3 Processor i3-N305 1.80GHz,8 GB of Memory
Dell,NPXC7,,,1219.99,USD,8.0,11.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Acer,NH.QMAAA.001,,,1033.99,USD,,,Intel 13th Generation Core i7 Processor i7-13700HX 2.10GHz,16 GB of Memory
HP,840G5.i5.8.256.Pro,3.9,31.0,269.99,USD,,,Intel's premium Core i5 processor at 1.70 ghz.,8GB Ram and up to 256GB SSD of data.
Lenovo,21BT001PUS,,,2079.99,USD,10.06,14.25,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.",Immerse yourself in crisp and vibrant visuals for an enhanced multimedia experience.
HP,840 G3-31676,4.4,21.0,298.85,USD,9.3,13.3,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1366 x 768 resolution showcases your games and HD movies with impressive color and clarity. Energy-efficient LED backlight.
Dell,1FC3X,,,1029.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,21HD0025US,,,1479.99,USD,8.93,0.7,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Microsoft,GSRF THH-00035,4.0,4.0,472.99,USD,11.0,8.1,"This computer is compatible with Windows 10 features such as Cortana and Windows Hello. Learn more about Windows 10 features. <a href=""/Windows10"" target=""_blank"" >Learn more ›</a>","The 12.4""⁷ PixelSense™ touch screen and signature 3:2 ratio give you the optimum space to see more, do more, and fuel your dreams."
Dell,KCR3D,,,1129.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Microsoft,GSRF V4G-00001,4.3,7.0,917.99,USD,8.79,13.4,"Now with improved speed and performance to do what you want, Surface Laptop 3 15"" is over two times faster than Surface Laptop 2.",Its AMD Ryzen Microsoft Surface processor is designed to give you outstanding responsiveness with 15% more graphics performance (GPU) and 10% more processor performance when compared to other AMD mobile processors.¹
HP,14-dq0001dx,4.4,3075.0,212.99,USD,8.86,12.76,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.","With virtually no bezel encircling the display, an ultra-wide viewing experience provides for seamless multi-monitor set-ups."
Dell,PRECISION 7510-32297,3.6,7.0,591.99,USD,10.4,14.9,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",The 1920 x 1080 resolution boasts impressive color and clarity. Energy-efficient LED backlight.
Dell,26DYG,1.0,1.0,3189.99,USD,10.0,15.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Acer,NX.KJZAA.001,,,358.99,USD,,,Equipped with a powerful AMD Ryzen 5 7520U processor.,You're totally covered with 512GB SSD  of storage space.
Dell,6HY8N,,,1519.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
Acer,TMP41452531CUS,,,1049.99,USD,9.1,12.6,"Designed for the world of hybrid work, Windows 11 can help you work more simply and seamlessly from anywhere.",1920 x 1200 resolution showcases your games and HD movies with impressive color and clarity.
MSI,THINGF6312823,,,899.99,USD,9.99,14.13,"Windows 11 is the one place for it all. With a fresh feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",1920x1080 resolution showcases your games and HD movies with impressive color and clarity.
Acer,SFX16-61G-R9VD,,,1249.99,USD,9.81,14.02,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","The gorgeous 16-inch 2560 x 1600 IPS display with 165Hz frame refresh rate, 500nits brightness, and 100% sRGB faithfully represent your creativity in true colors."
Dell,5490,4.3,12.0,396.99,USD,9.0,13.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",Its 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. The antireflective finish reduces eyestrain and widens the field of view.
Acer,PH18-71-76B3,4.2,6.0,1999.99,USD,12.27,15.94,"Windows 11 was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","At 18 inches with a 16:10 aspect ratio, the pristine WUXGA 2560 x 1600 LCD panel – this display clocks in with a fast 165Hz refresh, 100% sRGB, 300nit brightness and 3ms Overdrive response time. The addition of NVIDIA Advanced Optimus and NVIDIA G-SYNC."
MSI,PRE16EVO14013,,,1449.99,USD,0.75,10.02,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 2560 x 1600 resolution Energy-efficient LED backlight.
Samsung,GSRF NP340XLA-KA1US,2.8,5.0,349.99,USD,12.7,8.0,"Family, friends, obsessions, music, creations —Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","Keep your cool with a powerful Qualcomm Snapdragon 7c Gen 2 compute platform that delivers responsive, instant-on performance that runs without a fan — for a lightweight device that’s fast and quiet."
Acer,SFX14-71G-5911,,,1099.99,USD,8.98,12.71,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","The gorgeous 14.5-inch 2560 x 1600 IPS display with 120Hz frame refresh rate, 350nits brightness, and 100% sRGB faithfully represent your creativity in true colors."
Dell,84CPP,,,1899.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 2560 x 1600 resolution delivers amazing color and clarity
Razer,RZ09-05081EM3-R3U1,,,2699.99,USD,8.97,12.23,Leverage the power of the Ryzen AI engine to achieve new levels of productivity in your day-to-day tasks. Seamlessly run the latest AAA games with up to 5.2 GHz clock speeds for faster processing.,"Thoughtfully crafted for those on the go, the laptop’s compact design and light build ensures effortless transport and complete freedom with up to 10 hours of battery to keep you moving."
GIGABYTE,AORUS 17X AZG-65US665SH,,,3699.99,USD,15.6,11.5,Windows 11 Home AD,"17.3"""" 16:9 IPS QHD 2560x1440, 240Hz, 100% DCI-P3, TÜV Rheinland Certified"
Dell,6PCRX,,,1539.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,21JG001FUS,,,1219.99,USD,8.62,0.67,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Enjoy immersive visuals on a 14"" FHD IPS display, boasting a sharp 1920x1080 resolution and 250nits brightness. Experience vibrant colors, crisp details, and wide viewing angles for an enhanced visual experience on your laptop."
Dell,9F2WR,,,1819.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 2560 x 1600 resolution delivers amazing color and clarity
Razer,RZ09-0483SEH3-R3U1,5.0,5.0,,USD,9.61,13.98,Packed for pure performance with 1.50 gPD (Graphics Power Density) and delivers up to 35% more graphic power per inch than any other 16 gaming laptop,"From full-blown AAA gaming to full-on content creation, run resource-intensive tasks flawlessly with the most powerful mobile processor leveraging desktop-grade silicon"
Microsoft,GSRF 5IM-00001,,,1519.99,USD,9.6,13.4,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.","With Windows Ink-compatible computers, you can take notes on-screen, mark up photos and screen shots, or create content through Ink-enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more ›</a>"
MSI,GF63111424,,,699.99,USD,9.99,14.13,"Windows 11 is the one place for it all. With a fresh feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",1920x1080 resolution showcases your games and HD movies with impressive color and clarity.
ASUS,GZ301VU-DS94,4.6,15.0,,USD,9.57,13.98,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next",ROG Nebula is the new standard of gaming displays. The 165Hz ultra bright 500 nits display features a Touchscreen QHD 16:10 2560x1600 resolution that gives you a superb gaming and creating experience.
HP,14-EP0010NR,5.0,1.0,,USD,12.74,8.46,Windows 11 Home in S mode,"14.0-inch diagonal, HD (1366 x 768), micro-edge, BrightView"
Acer,NX.VN2AA.001,5.0,1.0,429.99,USD,8.0,11.0,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity LED backlight.
HP,830 G7,5.0,2.0,731.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.
MSI,Vector GP68HX 13VI-255US,3.0,4.0,3199.99,USD,11.18,14.06,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",MSI gaming laptops are tailored for gamer with high resolution and refresh rate. Make your gaming world more lifelike and smooth than ever before.
GIGABYTE,G6 MF-H2US854KH,,,999.99,USD,14.2,10.4,Win11 Home+,"16.0"" 16:10 WUXGA 1920x1200, 165Hz"
